wavelength,flux
3610.0,0.41728154
3615.0,0.41775036
3620.0,0.43546754
3625.0,0.4751006
3630.0,0.47486016
3635.0,0.47497225
3640.0,0.4889809
3645.0,0.47231853
3650.0,0.48510382
3655.0,0.54923123
3660.0,0.58783084
3665.0,0.5834833
3670.0,0.56471467
3675.0,0.5501791
3680.0,0.52407044
3685.0,0.52017283
3690.0,0.53994316
3695.0,0.5691222
3700.0,0.5739685
3705.0,0.53576237
3710.0,0.53603363
3715.0,0.54926884
3720.0,0.4919349
3725.0,0.49108708
3730.0,0.47301063
3735.0,0.42227417
3740.0,0.43839243
3745.0,0.43022507
3750.0,0.44128397
3755.0,0.50444216
3760.0,0.5070488
3765.0,0.5192224
3770.0,0.55208343
3775.0,0.6177712
3780.0,0.6573273
3785.0,0.6181237
3790.0,0.54705226
3795.0,0.50905573
3800.0,0.5339325
3805.0,0.5888703
3810.0,0.58429086
3815.0,0.50663817
3820.0,0.43323642
3825.0,0.371702
3830.0,0.3341503
3835.0,0.33245474
3840.0,0.38791007
3845.0,0.48883975
3850.0,0.52959776
3855.0,0.5005616
3860.0,0.47556937
3865.0,0.5049075
3870.0,0.50437623
3875.0,0.49555102
3880.0,0.48931277
3885.0,0.48007095
3890.0,0.50240266
3895.0,0.5518875
3900.0,0.5708135
3905.0,0.58353543
3910.0,0.62551683
3915.0,0.6233242
3920.0,0.5523221
3925.0,0.4279161
3930.0,0.2894964
3935.0,0.27650923
3940.0,0.3959277
3945.0,0.5178357
3950.0,0.6053487
3955.0,0.60416037
3960.0,0.5014137
3965.0,0.3471392
3970.0,0.31703714
3975.0,0.48326024
3980.0,0.65478647
3985.0,0.72855526
3990.0,0.75414205
3995.0,0.7649058
4000.0,0.7747559
4005.0,0.7782309
4010.0,0.8002845
4015.0,0.8208325
4020.0,0.82848483
4025.0,0.81868696
4030.0,0.7967941
4035.0,0.8063824
4040.0,0.8167073
4045.0,0.78323716
4050.0,0.7919521
4055.0,0.78050995
4060.0,0.75996965
4065.0,0.75859404
4070.0,0.7726659
4075.0,0.7759228
4080.0,0.79608065
4085.0,0.8418912
4090.0,0.85335904
4095.0,0.7905294
4100.0,0.7174861
4105.0,0.7531779
4110.0,0.82992804
4115.0,0.86248106
4120.0,0.85728914
4125.0,0.8349335
4130.0,0.8142025
4135.0,0.8256797
4140.0,0.8419947
4145.0,0.8327572
4150.0,0.83175707
4155.0,0.8319376
4160.0,0.8502921
4165.0,0.848795
4170.0,0.81986237
4175.0,0.79906803
4180.0,0.8048793
4185.0,0.8056536
4190.0,0.8099233
4195.0,0.79516613
4200.0,0.7809394
4205.0,0.8195356
4210.0,0.85659534
4215.0,0.8512528
4220.0,0.81566703
4225.0,0.7558966
4230.0,0.7670804
4235.0,0.79117787
4240.0,0.80627465
4245.0,0.79971564
4250.0,0.778378
4255.0,0.7771427
4260.0,0.7834468
4265.0,0.780539
4270.0,0.73988193
4275.0,0.7454623
4280.0,0.77224505
4285.0,0.7584007
4290.0,0.7232324
4295.0,0.67311364
4300.0,0.5955226
4305.0,0.55830795
4310.0,0.59378844
4315.0,0.7365934
4320.0,0.8315372
4325.0,0.81566024
4330.0,0.82632554
4335.0,0.78793895
4340.0,0.7304057
4345.0,0.77355224
4350.0,0.82180774
4355.0,0.84466726
4360.0,0.8697271
4365.0,0.8801897
4370.0,0.85825074
4375.0,0.8253503
4380.0,0.79037195
4385.0,0.7596249
4390.0,0.79660594
4395.0,0.83331835
4400.0,0.8407825
4405.0,0.83886105
4410.0,0.8719916
4415.0,0.89060783
4420.0,0.9103217
4425.0,0.9145461
4430.0,0.90896666
4435.0,0.89861864
4440.0,0.9091411
4445.0,0.92226005
4450.0,0.9189416
4455.0,0.874001
4460.0,0.86174965
4465.0,0.8931357
4470.0,0.9341231
4475.0,0.9540089
4480.0,0.9427883
4485.0,0.94035107
4490.0,0.941423
4495.0,0.95184624
4500.0,0.97687185
4505.0,0.9987938
4510.0,1.0
4515.0,0.9765194
4520.0,0.95731884
4525.0,0.9058655
4530.0,0.87545794
4535.0,0.9092815
4540.0,0.94628215
4545.0,0.9341864
4550.0,0.9167088
4555.0,0.94113815
4560.0,0.9678866
4565.0,0.9675556
4570.0,0.9724524
4575.0,0.96636647
4580.0,0.94373196
4585.0,0.9428345
4590.0,0.94657725
4595.0,0.93936896
4600.0,0.9369291
4605.0,0.95463943
4610.0,0.96674293
4615.0,0.9647761
4620.0,0.9731137
4625.0,0.9748358
4630.0,0.96995014
4635.0,0.9519934
4640.0,0.9425865
4645.0,0.92537916
4650.0,0.9226382
4655.0,0.9437294
4660.0,0.9566986
4665.0,0.91708004
4670.0,0.90929514
4675.0,0.92666066
4680.0,0.9340974
4685.0,0.94107735
4690.0,0.940807
4695.0,0.93318117
4700.0,0.90512806
4705.0,0.89845604
4710.0,0.9139439
4715.0,0.9438979
4720.0,0.96646744
4725.0,0.94927806
4730.0,0.91985434
4735.0,0.928056
4740.0,0.9481677
4745.0,0.9633569
4750.0,0.9585319
4755.0,0.9422801
4760.0,0.9344807
4765.0,0.9257171
4770.0,0.9453035
4775.0,0.9688303
4780.0,0.97111785
4785.0,0.9528609
4790.0,0.949125
4795.0,0.9653493
4800.0,0.96736306
4805.0,0.95713484
4810.0,0.9520096
4815.0,0.9671168
4820.0,0.9684393
4825.0,0.9541458
4830.0,0.948515
4835.0,0.9419859
4840.0,0.9329169
4845.0,0.9397368
4850.0,0.9215671
4855.0,0.8373058
4860.0,0.74517906
4865.0,0.7871673
4870.0,0.85030836
4875.0,0.8923026
4880.0,0.91695255
4885.0,0.8949965
4890.0,0.88506
4895.0,0.92772746
4900.0,0.95381045
4905.0,0.95128334
4910.0,0.92739725
4915.0,0.8966057
4920.0,0.8576014
4925.0,0.89745605
4930.0,0.93886334
4935.0,0.91953534
4940.0,0.91224396
4945.0,0.94530094
4950.0,0.9545658
4955.0,0.9226707
4960.0,0.9135024
4965.0,0.9341993
4970.0,0.93459535
4975.0,0.92583
4980.0,0.8896711
4985.0,0.88521653
4990.0,0.9169098
4995.0,0.9178321
5000.0,0.8987923
5005.0,0.87277603
5010.0,0.8672487
5015.0,0.8542992
5020.0,0.85988384
5025.0,0.8873972
5030.0,0.9062333
5035.0,0.890962
5040.0,0.8635111
5045.0,0.88027185
5050.0,0.8960154
5055.0,0.9118283
5060.0,0.9248573
5065.0,0.9065097
5070.0,0.8926174
5075.0,0.87721777
5080.0,0.866466
5085.0,0.89053255
5090.0,0.913902
5095.0,0.8958443
5100.0,0.88016057
5105.0,0.88121885
5110.0,0.88899183
5115.0,0.9078031
5120.0,0.89737904
5125.0,0.87210876
5130.0,0.8685516
5135.0,0.86340755
5140.0,0.84709084
5145.0,0.8537466
5150.0,0.8694918
5155.0,0.88066447
5160.0,0.86124575
5165.0,0.76279104
5170.0,0.70438
5175.0,0.76018864
5180.0,0.78171957
5185.0,0.7776714
5190.0,0.81889653
5195.0,0.84450984
5200.0,0.86245716
5205.0,0.84732866
5210.0,0.85011154
5215.0,0.8714569
5220.0,0.87641525
5225.0,0.8460266
5230.0,0.83552635
5235.0,0.86694676
5240.0,0.9018541
5245.0,0.89790434
5250.0,0.8817843
5255.0,0.8835013
5260.0,0.86017984
5265.0,0.7915842
5270.0,0.7816956
5275.0,0.82976377
5280.0,0.86396194
5285.0,0.8916686
5290.0,0.9095671
5295.0,0.8866581
5300.0,0.8703413
5305.0,0.89849716
5310.0,0.91922134
5315.0,0.91044486
5320.0,0.8814695
5325.0,0.8380338
5330.0,0.8419999
5335.0,0.87142944
5340.0,0.8699838
5345.0,0.8743133
5350.0,0.887262
5355.0,0.90897524
5360.0,0.90506816
5365.0,0.8682565
5370.0,0.85112363
5375.0,0.8730959
5380.0,0.88988924
5385.0,0.88777363
5390.0,0.8740823
5395.0,0.8564918
5400.0,0.84523785
5405.0,0.83447325
5410.0,0.8469078
5415.0,0.868614
5420.0,0.87497723
5425.0,0.8686586
5430.0,0.86038685
5435.0,0.8733544
5440.0,0.8946791
5445.0,0.87691313
5450.0,0.872332
5455.0,0.87244755
5460.0,0.8748882
5465.0,0.8767447
5470.0,0.8760825
5475.0,0.85917205
5480.0,0.8543899
5485.0,0.8692001
5490.0,0.87568724
5495.0,0.87811345
5500.0,0.87528175
5505.0,0.8651374
5510.0,0.8620439
5515.0,0.87062454
5520.0,0.8793248
5525.0,0.86266583
5530.0,0.8517071
5535.0,0.8608146
5540.0,0.8678569
5545.0,0.8750884
5550.0,0.886108
5555.0,0.87773186
5560.0,0.8638678
5565.0,0.8554772
5570.0,0.8433181
5575.0,0.8523299
5580.0,0.8582036
5585.0,0.83154917
5590.0,0.8139022
5595.0,0.8232843
5600.0,0.8283471
5605.0,0.8485332
5610.0,0.86761576
5615.0,0.84306234
5620.0,0.83581465
5625.0,0.8484716
5630.0,0.85794353
5635.0,0.85465336
5640.0,0.85018426
5645.0,0.85579205
5650.0,0.85859203
5655.0,0.8392255
5660.0,0.8264787
5665.0,0.8373434
5670.0,0.85205615
5675.0,0.85659534
5680.0,0.8470429
5685.0,0.8357154
5690.0,0.84166706
5695.0,0.84986174
5700.0,0.8430649
5705.0,0.82394904
5710.0,0.8099036
5715.0,0.83018124
5720.0,0.8544848
5725.0,0.8640013
5730.0,0.8619336
5735.0,0.860848
5740.0,0.85975546
5745.0,0.8527379
5750.0,0.84351575
5755.0,0.8366017
5760.0,0.8387943
5765.0,0.8462773
5770.0,0.8538509
5775.0,0.84797287
5780.0,0.8320984
5785.0,0.82810926
5790.0,0.83715093
5795.0,0.84361327
5800.0,0.84902084
5805.0,0.8490371
5810.0,0.8465767
5815.0,0.8497437
5820.0,0.85423845
5825.0,0.8558887
5830.0,0.8565603
5835.0,0.8557509
5840.0,0.85959464
5845.0,0.85353184
5850.0,0.8410075
5855.0,0.825299
5860.0,0.8243999
5865.0,0.8352184
5870.0,0.84703356
5875.0,0.8500568
5880.0,0.83861727
5885.0,0.80109125
5890.0,0.75358427
5895.0,0.7567941
5900.0,0.80100995
5905.0,0.8274694
5910.0,0.82619125
5915.0,0.82311493
5920.0,0.8252417
5925.0,0.8210455
5930.0,0.81627876
5935.0,0.8230799
5940.0,0.8240765
5945.0,0.81622654
5950.0,0.8086717
5955.0,0.8141007
5960.0,0.81868094
5965.0,0.81932855
5970.0,0.8179435
5975.0,0.8105358
5980.0,0.8060642
5985.0,0.8003042
5990.0,0.80395025
5995.0,0.8099062
6000.0,0.8055116
6005.0,0.79667777
6010.0,0.79398984
6015.0,0.7890913
6020.0,0.78318846
6025.0,0.7890118
6030.0,0.8012418
6035.0,0.8079942
6040.0,0.80610615
6045.0,0.80809426
6050.0,0.80689913
6055.0,0.8044568
6060.0,0.80161136
6065.0,0.8018509
6070.0,0.80764854
6075.0,0.80221707
6080.0,0.78992796
6085.0,0.789164
6090.0,0.7875112
6095.0,0.784955
6100.0,0.7780478
6105.0,0.78216445
6110.0,0.79167485
6115.0,0.78625023
6120.0,0.7769981
6125.0,0.78144836
6130.0,0.78209853
6135.0,0.76565176
6140.0,0.7645559
6145.0,0.77651477
6150.0,0.77973485
6155.0,0.7711894
6160.0,0.75062686
6165.0,0.74470603
6170.0,0.7559899
6175.0,0.7722741
6180.0,0.7819377
6185.0,0.778124
6190.0,0.7692397
6195.0,0.77610844
6200.0,0.78585243
6205.0,0.7877858
6210.0,0.77974254
6215.0,0.76978207
6220.0,0.7680917
6225.0,0.7702569
6230.0,0.7613923
6235.0,0.761311
6240.0,0.76279193
6245.0,0.7571029
6250.0,0.7551267
6255.0,0.74800736
6260.0,0.75360566
6265.0,0.76017326
6270.0,0.76638407
6275.0,0.7566332
6280.0,0.7454212
6285.0,0.75998676
6290.0,0.7642958
6295.0,0.75614303
6300.0,0.7456248
6305.0,0.7521856
6310.0,0.7549077
6315.0,0.7443424
6320.0,0.74600637
6325.0,0.7576093
6330.0,0.75986785
6335.0,0.74926233
6340.0,0.74773186
6345.0,0.7549967
6350.0,0.75876766
6355.0,0.7517373
6360.0,0.74206936
6365.0,0.74508584
6370.0,0.7555023
6375.0,0.75760674
6380.0,0.754101
6385.0,0.7541771
6390.0,0.75148916
6395.0,0.742788
6400.0,0.73996234
6405.0,0.7397134
6410.0,0.7357243
6415.0,0.73679787
6420.0,0.73708445
6425.0,0.7436264
6430.0,0.7435905
6435.0,0.74067754
6440.0,0.742178
6445.0,0.745736
6450.0,0.7386577
6455.0,0.7353461
6460.0,0.73095065
6465.0,0.7313493
6470.0,0.7352837
6475.0,0.73606217
6480.0,0.7362435
6485.0,0.73597914
6490.0,0.72285086
6495.0,0.70339614
6500.0,0.71908844
6505.0,0.7367748
6510.0,0.7422413
6515.0,0.7340569
6520.0,0.7311038
6525.0,0.73299694
6530.0,0.7334726
6535.0,0.7325974
6540.0,0.7288162
6545.0,0.72154623
6550.0,0.7081869
6555.0,0.66766584
6560.0,0.5923316
6565.0,0.60845923
6570.0,0.6748468
6575.0,0.70620817
6580.0,0.7187308
6585.0,0.71835953
6590.0,0.7128331
6595.0,0.71234375
6600.0,0.7215223
6605.0,0.7177667
6610.0,0.71779495
6615.0,0.72213566
6620.0,0.7239861
6625.0,0.71981645
6630.0,0.7106525
6635.0,0.7074529
6640.0,0.71070296
6645.0,0.7113634
6650.0,0.71496576
6655.0,0.715012
6660.0,0.70958483
6665.0,0.7070209
6670.0,0.7098491
6675.0,0.7043441
6680.0,0.7030403
6685.0,0.70834434
6690.0,0.70910144
6695.0,0.70498484
6700.0,0.70291114
6705.0,0.70290256
6710.0,0.70209414
6715.0,0.6950714
6720.0,0.6936796
6725.0,0.6978184
6730.0,0.69961494
6735.0,0.7004807
6740.0,0.69957554
6745.0,0.6975763
6750.0,0.69522375
6755.0,0.69670796
6760.0,0.6980229
6765.0,0.6946197
6770.0,0.6910096
6775.0,0.69405085
6780.0,0.6954376
6785.0,0.6948148
6790.0,0.6951322
6795.0,0.6923981
6800.0,0.6920353
6805.0,0.6896793
6810.0,0.69056386
6815.0,0.6916435
6820.0,0.6907196
6825.0,0.6907059
6830.0,0.688527
6835.0,0.6846259
6840.0,0.6806342
6845.0,0.6797171
6850.0,0.68138707
6855.0,0.6800456
6860.0,0.6790918
6865.0,0.6808686
6870.0,0.68015254
6875.0,0.6810928
6880.0,0.6809559
6885.0,0.6786119
6890.0,0.6785477
6895.0,0.678836
6900.0,0.6789968
6905.0,0.6791962
6910.0,0.67850494
6915.0,0.67601204
6920.0,0.6751257
6925.0,0.67611295
6930.0,0.6762678
6935.0,0.6769779
6940.0,0.6758204
6945.0,0.6738981
6950.0,0.6741522
6955.0,0.67430615
6960.0,0.67503506
6965.0,0.6765518
6970.0,0.67683583
6975.0,0.6694667
6980.0,0.66706616
6985.0,0.67276454
6990.0,0.67197925
6995.0,0.6701117
7000.0,0.66387177
7005.0,0.6587542
7010.0,0.6613096
7015.0,0.65640247
7020.0,0.6575155
7025.0,0.65691495
7030.0,0.6615012
7035.0,0.65933174
7040.0,0.6629051
7045.0,0.6701776
7050.0,0.6672167
7055.0,0.66202563
7060.0,0.6603788
7065.0,0.659087
7070.0,0.6610452
7075.0,0.6640352
7080.0,0.6613883
7085.0,0.65439725
7090.0,0.6543527
7095.0,0.6589553
7100.0,0.6627263
7105.0,0.66189986
7110.0,0.6571485
7115.0,0.65522194
7120.0,0.65653765
7125.0,0.65470946
7130.0,0.65413976
7135.0,0.65928894
7140.0,0.6636665
7145.0,0.6543699
7150.0,0.6490992
7155.0,0.65646154
7160.0,0.65391904
7165.0,0.6394031
7170.0,0.6359957
7175.0,0.62968045
7180.0,0.6230351
7185.0,0.6042383
7190.0,0.5983782
7195.0,0.6061032
7200.0,0.61232686
7205.0,0.6168961
7210.0,0.63134694
7215.0,0.6438628
7220.0,0.6437464
7225.0,0.64320487
7230.0,0.63949376
7235.0,0.627096
7240.0,0.6255416
7245.0,0.62815344
7250.0,0.6311254
7255.0,0.62737495
7260.0,0.6282826
7265.0,0.6279267
7270.0,0.6280901
7275.0,0.6178311
7280.0,0.6164033
7285.0,0.6136161
7290.0,0.60315686
7295.0,0.6129052
7300.0,0.62374425
7305.0,0.61578566
7310.0,0.6136469
7315.0,0.6222437
7320.0,0.62575376
7325.0,0.62187845
7330.0,0.6192666
7335.0,0.6249804
7340.0,0.631791
7345.0,0.6289559
7350.0,0.6212428
7355.0,0.6163297
7360.0,0.6182075
7365.0,0.6187662
7370.0,0.6212248
7375.0,0.6222283
7380.0,0.61958057
7385.0,0.60486615
7390.0,0.5975363
7395.0,0.6059304
7400.0,0.610367
7405.0,0.6088896
7410.0,0.600244
7415.0,0.5982131
7420.0,0.60154605
7425.0,0.6105646
7430.0,0.6185934
7435.0,0.6207748
7440.0,0.61462986
7445.0,0.6069425
7450.0,0.6111284
